user_name,rock,pop,hip hop,country,jazz,classical,electronic,metal,latin
Riley Patterson,2,5,1,1,5,0,1,2,1
Elizabeth Allen,4,4,4,3,3,5,4,0,3
Hazel Carter,5,3,3,3,1,1,3,3,2
Hunter White,5,0,0,5,1,5,4,4,0
Jordan Watson,2,4,3,1,3,3,0,2,5
Thomas Wilson,2,2,3,0,2,4,4,0,3
Christopher Adams,0,2,4,4,0,1,4,1,5
Camila Martin,3,4,0,4,0,2,2,0,0
Owen Morris,5,1,2,0,1,2,0,2,3
Isabella Johnson,4,5,3,4,2,0,2,0,1
Violet Bennett,1,3,3,5,4,1,1,4,4
Athena Watson,2,2,3,0,5,1,1,1,5
Victoria Davis,3,2,4,2,3,0,4,5,4
Emma Bennett,1,3,1,2,2,1,4,1,5
Elizabeth Clark,4,5,3,3,2,5,3,3,2
Zoey Harris,0,2,2,4,5,2,0,2,4
Kai Cooper,2,1,2,1,2,3,3,3,5
Emma Thomas,4,1,2,3,4,4,5,0,0
Ethan Fisher,4,2,1,0,3,2,3,3,0
Claire Watson,1,3,1,1,5,1,1,2,2
Amelia Hernandez,1,2,5,1,4,1,3,0,1
Riley Garcia,1,5,5,3,0,4,1,4,3
Jackson Lopez,2,5,3,3,2,2,3,1,5
Aiden Morales,2,2,5,4,2,0,5,5,4
Jack Barnes,4,0,1,2,1,3,3,2,5
Stella Walker,4,2,2,2,2,5,4,4,5
Violet Wilson,3,0,1,1,2,5,1,5,1
Savannah Hernandez,3,4,0,5,3,0,4,0,4
Michael Patterson,0,0,4,0,0,4,2,4,2
Savannah Lewis,4,2,2,4,1,3,2,2,5
Aurora Kelly,1,5,3,3,1,0,3,5,2
Eleanor Thompson,3,3,4,3,4,5,5,1,3
Josephine Robinson,0,3,4,2,2,1,1,4,3
Cora Thomas,0,5,3,3,5,1,0,4,5
Isaac Gonzalez,0,3,1,5,5,1,0,2,2
Aiden Wilson,2,1,5,1,0,1,0,3,0
Theodore Mitchell,2,0,5,1,4,2,4,5,5
Grayson Ortiz,1,1,1,0,3,4,0,4,1
Hunter Walker,1,4,5,0,3,0,3,4,3
Lucas Johnson,4,3,3,4,4,1,0,3,5
Amelia Reynolds,2,2,3,2,4,4,1,2,1
Joshua Martinez,5,3,1,1,4,0,5,4,5
Maeve Foster,5,5,0,4,5,5,2,1,1
Michael Price,5,4,1,1,2,1,2,0,0
Liam Howard,4,4,2,5,3,0,2,4,1
Dylan Cook,1,3,2,1,4,5,0,0,4
Lydia Anderson,2,5,3,1,0,2,2,2,5
Dylan Nguyen,2,3,0,0,1,5,0,1,0
Lydia Gutierrez,0,1,4,5,2,4,5,5,1
Freya Jackson,0,1,1,3,4,0,1,1,2
Daniel Silva,0,5,2,5,3,1,3,5,3
Caleb Kim,1,5,5,4,3,1,0,2,4
Ellie Ross,2,0,5,0,5,1,4,0,0
William Thompson,4,3,0,5,4,4,2,0,2
Elizabeth Lopez,1,5,3,2,5,3,3,2,0
Savannah Gonzalez,2,5,5,5,4,1,5,0,4
Ava Fisher,4,1,1,2,3,5,0,5,5
Carter Ross,0,5,2,5,4,1,2,5,1
Caroline Wright,2,4,2,4,0,4,3,4,3
Caleb Barnes,4,1,5,3,5,1,2,1,3
Ava Dubois,2,5,2,2,1,3,4,0,0
Harper Scott,4,5,1,5,2,2,2,1,5
Amelia Hamilton,0,2,5,5,4,1,2,3,3
Ethan Patterson,1,4,5,3,2,3,0,2,5
Ava Morris,0,2,4,4,4,3,4,3,1
Owen Henderson,2,3,1,1,0,0,4,2,0
Camila Rogers,2,0,0,2,2,5,3,5,2
Anthony Bell,1,0,3,5,0,5,5,5,5
Michael Graham,1,4,5,0,1,4,2,0,2
Aiden Cruz,3,4,4,2,3,3,5,5,1
Josephine Collins,1,5,4,5,2,0,2,5,5
James Cook,3,1,1,3,3,4,2,1,0
Thomas Lewis,4,0,4,5,2,4,1,3,1
Isaac Nelson,2,4,4,2,2,4,2,2,1
Ethan Thompson,1,1,4,0,1,3,3,2,1
Savannah Lopez,2,0,3,0,4,0,4,5,2
Caleb Dubois,1,5,4,5,0,3,2,5,5
Elijah Reynolds,3,3,3,4,2,3,4,3,1
Willow Miller,5,0,1,0,3,2,3,2,5
Kai Scott,1,5,2,0,3,3,3,3,2
Violet Morris,4,1,5,2,5,5,1,1,0
Henry Evans,1,3,5,4,3,1,1,3,1
Logan Graham,5,3,3,5,0,1,2,5,0
Riley Allen,3,4,4,4,2,3,3,1,2
Chloe Ortiz,5,2,5,5,1,1,2,2,4
Hazel Wood,0,1,1,4,1,1,5,3,3
Harper Parker,5,4,4,1,2,0,1,2,3
Asher Patel,5,1,0,3,1,5,4,5,4
Noah Watson,4,1,5,0,0,5,2,2,2
Caroline Jackson,0,5,5,3,2,3,0,5,5
Lily Bennett,0,3,0,5,5,5,3,5,4
James Wright,5,2,0,5,4,3,4,5,1
Christopher Gutierrez,2,0,0,0,4,2,3,1,3
Kai James,5,2,1,5,2,4,0,1,1
Jack Williams,3,5,2,2,0,1,5,0,1
Logan Clark,3,3,5,1,1,4,4,3,5
Christopher Ortiz,0,3,2,4,4,0,0,5,0
Mason Henderson,5,1,1,4,2,4,5,4,3
Savannah Barnes,4,4,3,5,2,0,3,0,1
Ruby Carter,1,0,2,0,5,0,4,3,2
Iris Nelson,5,4,1,0,3,5,0,3,4
Isabella Baker,5,0,0,0,0,3,1,5,2
Thomas Morgan,0,5,0,3,3,3,1,3,1
Theodore Adams,3,4,4,2,2,3,3,4,2
Lydia Powell,3,0,3,1,2,4,1,5,3
Joshua Stewart,0,1,3,4,3,0,5,5,1
Ivy Lewis,0,3,3,2,3,3,3,4,4
Ellie Butler,0,3,5,4,5,3,5,2,5
Dylan Ortiz,5,2,3,4,5,5,2,5,4
Ava Parker,4,3,2,2,1,1,1,3,0
James Cruz,4,1,1,3,5,4,3,2,2
Landon Price,3,4,2,0,1,2,5,3,5
Kennedy Howard,1,0,1,0,2,2,3,4,2
Ryan Ross,4,2,3,0,1,4,1,3,5
Aiden Bennett,0,2,4,2,0,5,2,3,1
Ezra Jackson,2,4,5,2,3,0,2,5,1
Hazel Silva,0,0,0,1,4,2,4,1,5
Sophia Bell,5,4,3,2,4,0,0,5,5
Kennedy Garcia,5,3,0,1,5,1,2,5,0
Cora Moore,2,3,1,2,2,2,4,3,5
Violet Gonzalez,1,5,1,4,5,5,0,4,3
Ava Sanchez,5,5,2,3,4,1,4,1,5
Logan Hall,3,1,3,4,1,2,3,0,0
Leo Gonzalez,1,4,2,4,1,2,5,1,5
Aurora Murphy,1,3,2,3,1,4,3,4,0
Isabella Gonzalez,5,4,2,2,5,2,2,1,1
Thomas Gonzalez,0,4,0,3,5,1,4,0,4
Isaac Johnson,5,5,0,4,0,3,2,3,0
Penelope Murphy,5,1,0,2,2,2,1,2,1
Ryan Jackson,4,3,2,0,2,5,5,2,3
Athena Patterson,5,4,3,3,0,4,3,5,0
Grace Thompson,1,0,3,5,2,1,5,0,4
Sophia Baker,1,2,0,0,4,1,2,4,5
Joshua Young,4,4,5,4,0,3,5,0,3
Alexander Price,4,5,5,0,3,0,3,0,3
Camila Hughes,5,4,4,5,1,3,5,0,1
Lucy Miller,0,2,1,4,0,0,1,2,2
Sofia Morales,3,2,2,3,0,4,0,3,1
Harper Patel,1,3,3,2,2,3,4,4,4
Kai Graham,2,3,2,2,3,4,1,4,0
Adrian Long,4,1,2,2,1,5,5,1,3
William Perry,5,2,4,4,2,2,5,2,0
Henry Richardson,1,2,1,0,0,2,2,4,0
Jack Richardson,0,4,5,4,2,2,4,0,5
Nathan Clark,5,0,0,2,5,3,4,1,4
Stella Smith,0,3,2,0,0,1,2,3,3
Wyatt Cooper,4,5,2,4,3,3,5,2,0
Hunter Hall,3,2,5,0,1,5,4,2,4
Hazel Nguyen,2,1,1,5,3,0,5,1,1
Willow Ward,3,1,3,0,5,2,3,3,0
Andrew Dubois,0,5,3,2,4,3,1,2,2
Jordan Wood,2,1,4,1,4,2,1,5,1
Ruby Bell,0,3,5,1,4,2,2,2,4
Mason Silva,4,1,4,4,2,4,0,2,1
Avery Silva,2,3,2,2,5,0,2,4,3
Theodore Williams,2,5,4,5,0,4,5,2,0
David Powell,0,3,3,5,1,2,1,2,5
Landon Thomas,0,4,4,5,4,5,1,1,5
Aiden Powell,1,4,4,5,1,2,5,4,0
Alexander Walker,1,0,4,3,5,3,2,1,4
Dylan Walker,3,1,4,1,1,5,3,4,0
Jasper Cruz,5,5,3,5,3,3,3,5,4
Quinn Jones,5,3,3,5,5,2,3,3,1
Joseph Rodriguez,0,4,1,3,0,0,0,0,5
Freya Perez,2,1,2,5,2,1,0,1,5
Aiden Anderson,2,5,2,4,0,4,5,5,3
Elizabeth Williams,0,2,1,0,1,3,2,3,4
Lydia Gonzalez,5,2,4,5,4,2,1,0,0
Stella Moore,2,3,0,1,0,3,3,1,4
Kennedy James,2,2,3,1,3,3,2,3,5
James Patel,3,0,4,4,2,1,2,3,2
Grace Parker,3,2,5,4,3,4,1,3,4
Maeve Butler,3,5,5,0,4,2,1,2,4
Landon Hamilton,2,0,3,1,5,5,1,4,5
Dylan Graham,4,4,5,0,4,5,3,2,1
Iris Wilson,3,1,2,4,5,0,4,1,5
Dylan Foster,3,3,5,1,4,1,0,1,0
Jack Cruz,3,2,3,4,3,0,0,0,1
Emily Wright,5,1,1,2,4,1,0,2,1
Wyatt King,1,2,1,1,2,2,1,3,5
Scarlett Barnes,3,5,2,2,2,0,3,5,2
Avery Powell,5,1,1,5,1,3,3,2,2
Stella Myers,1,0,0,1,2,0,0,1,0
Cameron Powell,4,2,3,2,1,3,2,1,4
Benjamin Allen,5,5,2,2,3,1,3,0,3
David Jackson,0,3,1,4,3,4,2,5,2
Iris Cook,4,3,5,0,0,3,5,4,0
Elizabeth Reyes,1,3,5,1,5,5,0,5,5
Maeve White,5,4,4,2,0,5,3,2,0
Elizabeth Russell,2,3,1,1,1,0,3,3,4
Mason Sanders,1,2,0,1,3,4,0,5,3
Cora Walker,2,0,5,3,5,5,4,0,5
Elijah Silva,2,1,4,3,5,2,3,4,0
Anthony Hamilton,1,1,1,3,4,3,4,2,3
Landon Bennett,5,0,5,0,1,3,1,5,4
Kennedy Smith,2,2,3,2,4,4,2,1,2
Josephine Edwards,5,2,3,0,5,3,4,3,1
Mason Howard,5,3,1,1,3,1,0,1,4
Lucy Edwards,0,0,1,4,5,1,0,3,0
Miles Evans,1,2,4,4,4,3,2,4,1
Logan Morris,4,2,4,4,4,4,1,4,3
Madison Murphy,0,2,5,3,1,2,4,4,3
Emma Thompson,2,2,5,2,3,3,0,3,3
Wyatt Foster,3,2,0,1,3,3,2,4,4
Caleb White,3,1,1,3,2,1,4,2,2
Kennedy Williams,5,5,3,4,2,2,2,3,3
Lucas Morgan,4,1,4,4,5,2,2,0,3
Dylan Perez,2,1,1,4,5,3,0,0,2
Dominic Bell,0,1,4,3,2,4,2,5,0
Carter Bennett,4,4,5,4,5,2,1,0,2
Luna Green,5,2,5,3,3,5,0,0,0
Eleanor Kim,2,5,5,4,1,4,4,1,2
Daniel Anderson,2,3,1,3,0,5,5,2,2
Nathan Long,5,3,2,1,2,0,1,4,2
Ellie Robinson,5,0,4,3,5,5,2,3,3
Owen Rodriguez,1,3,4,2,2,2,1,3,4
William Green,0,5,4,5,4,5,0,3,1
Sophia Jenkins,0,5,3,5,0,2,5,3,3
Chloe Myers,5,2,0,2,3,1,2,3,2
Hazel Henderson,0,4,3,4,3,3,3,3,3
Liam Cook,4,3,2,3,5,1,1,1,3
Landon Parker,0,2,2,2,1,3,2,2,1
Scarlett Silva,1,0,4,5,1,1,5,0,1
Josephine Simmons,1,2,2,2,3,0,0,1,0
Riley Carter,5,0,1,5,4,1,4,4,2
Benjamin Wood,0,0,5,0,3,4,0,3,3
Miles Powell,5,0,5,3,5,3,4,0,1
Ezra Butler,4,3,0,1,1,3,2,0,5
Harper Rodriguez,4,2,4,4,2,2,1,3,0
Cameron Carter,2,0,1,3,3,2,3,2,3
Nathan Gray,3,0,2,2,0,4,3,0,3
Madison Jackson,5,2,5,2,3,5,2,5,2
Isaac Davis,1,4,2,4,5,0,5,3,1
Olivia Thompson,4,2,3,0,2,0,0,0,3
Hazel Simmons,4,1,2,2,5,0,4,3,3
Ezra Reyes,4,3,3,0,0,3,3,2,4
Noah Garcia,3,1,0,1,0,5,4,4,1
Noah Sullivan,3,4,4,5,3,4,0,5,2
Lucy Mitchell,2,4,0,2,3,1,5,1,1
Caroline Foster,5,3,4,1,3,1,0,5,3
Theodore Simmons,1,5,0,5,1,2,4,1,1
Ellie Moore,4,4,5,5,3,1,1,4,3
Joshua Hall,5,2,0,2,4,2,0,2,1
Maeve Morales,4,5,2,2,3,3,3,2,0
Harper Cruz,0,2,5,5,3,5,3,4,0
Penelope Morales,2,1,2,0,2,5,1,1,2
Christopher Russell,1,1,1,1,4,4,1,2,5
Violet Jordan,0,5,4,2,4,5,1,2,2
Emma Jackson,0,5,0,1,5,4,0,1,4
Dylan Jackson,5,5,2,5,5,4,4,1,2
Logan Morales,2,3,0,2,0,4,0,2,5
Lydia Long,3,2,3,5,0,5,4,4,4
Emily Brooks,3,0,3,1,2,4,0,1,2
Amelia Cox,4,4,4,5,2,1,3,3,0
Savannah Johnson,0,3,5,0,0,4,0,2,4
Lydia Murphy,4,2,4,2,3,0,4,5,2
Emma Sullivan,4,5,2,5,5,4,4,4,1
Thomas Johnson,2,3,1,2,4,0,3,4,3
Andrew Adams,1,4,1,0,0,2,4,3,3
Jasper King,0,4,5,0,0,2,5,0,5
Isaac Patterson,5,1,0,5,0,0,0,4,5
Sofia Ward,5,5,0,1,0,4,2,4,3
Amelia Dubois,4,5,5,4,2,4,0,2,1
Owen Cruz,0,3,0,0,0,5,0,2,5
Adrian Wood,0,3,3,1,1,0,3,5,5
Ryan Diaz,4,2,1,4,2,2,3,0,4
Nathan Perez,5,1,5,5,2,5,1,5,1
Hazel Diaz,5,0,4,2,3,3,3,1,4
Iris Hall,3,2,5,0,5,0,2,1,4
Julian Silva,3,2,2,4,1,5,4,0,0
Madison Williams,4,4,2,2,1,2,5,4,2
Landon Gray,5,4,5,4,1,3,4,2,5
Cameron Kelly,5,2,1,1,0,3,5,2,2
Emily Cruz,5,4,0,5,1,4,2,2,1
Noah Silva,2,3,4,4,2,2,2,5,5
Aurora White,4,4,0,1,2,0,4,3,1
Caleb Morris,0,1,5,2,0,3,2,3,1
Emma Martin,1,3,1,5,3,2,5,1,4
Theodore Ward,2,3,0,3,2,3,0,2,3
Maeve Howard,3,3,3,4,3,1,5,2,1
Christopher Wood,4,5,5,2,0,3,5,1,4
Theodore Murphy,3,5,5,2,2,5,5,1,1
Andrew Wright,0,3,1,4,2,2,4,4,2
Nathan Silva,3,0,4,4,4,3,0,4,1
Kai Bell,3,1,0,5,2,1,0,0,2
Willow Wilson,2,4,5,0,2,3,3,0,5
Avery Graham,2,4,1,1,4,2,3,3,3
Olivia Martinez,3,4,1,5,1,0,4,3,3
Adrian Patterson,3,1,0,5,1,2,4,0,3
Isaac Rodriguez,4,4,0,2,4,0,4,4,4
Aiden Jenkins,5,2,2,5,4,1,0,4,3
Freya Young,3,0,2,0,3,1,4,4,3
Kennedy Hall,0,3,1,4,3,2,1,0,4
Theodore Robinson,2,2,0,4,4,4,3,5,4
Cameron Evans,5,5,3,2,3,5,4,3,5
Cameron Wilson,3,2,1,3,5,0,4,4,2
Hunter Dubois,4,1,2,0,3,5,2,5,0
Caleb Hamilton,1,4,1,5,3,0,5,2,3
Lucy Sullivan,4,4,1,2,0,4,4,4,0
Cameron Bell,5,1,3,2,3,2,0,2,5
Quinn Brooks,3,0,1,3,5,5,4,4,0
Jackson Ortiz,3,3,1,2,0,0,1,5,1
Athena Morgan,0,5,4,2,2,3,0,3,2
Freya Moore,4,3,3,1,0,2,1,2,0
Stella Bailey,5,5,4,5,1,3,5,4,2
Aiden Walker,2,0,3,2,1,5,5,3,2
Logan Sullivan,5,3,2,3,1,1,0,2,2
Violet Bailey,1,1,1,5,2,0,1,4,3
Ethan Foster,4,4,2,0,4,2,5,1,2
Lucas Cooper,2,5,1,1,5,4,0,1,3
Daniel Adams,5,4,0,2,3,2,2,5,0
Isabella Allen,3,5,4,5,4,4,4,1,2
Ava Ortiz,1,1,5,4,3,3,5,2,0
Penelope Patel,1,5,3,0,3,2,4,2,3
Hunter Brooks,3,2,1,3,2,5,2,2,1
Maeve Long,5,3,4,1,1,4,4,3,2
Quinn Adams,1,2,2,5,0,0,4,2,4
Mason Baker,3,2,4,4,1,4,0,2,3
Dominic Diaz,1,1,3,0,0,2,0,3,4
Hazel Gonzalez,0,2,1,4,4,4,2,0,1
Maeve Patterson,2,5,5,3,3,3,4,5,1
Jack Fisher,4,3,0,1,1,0,3,5,2
James Rogers,3,4,2,3,4,3,3,1,3
Wyatt Silva,4,4,3,2,0,5,3,5,5
Owen Hernandez,4,4,0,0,5,3,3,1,0
Claire Coleman,1,3,5,2,5,0,4,0,5
Adrian Davis,2,4,2,4,4,1,5,3,2
Julian Evans,3,4,4,4,3,0,3,0,4
Owen Johnson,3,1,1,0,0,5,5,0,4
Christopher Miller,2,0,4,1,3,5,3,4,3
Kennedy Thomas,0,2,1,1,2,5,2,3,5
Ethan Walker,1,5,3,2,4,2,4,4,1
Isabella Perry,3,1,1,5,2,2,0,2,0
Emma Rogers,1,1,0,4,4,4,3,0,3
Eleanor Morris,5,5,3,2,4,5,2,3,4
Nora Bennett,1,2,4,2,5,4,1,2,2
Athena Carter,2,5,0,1,5,1,4,0,2
William Barnes,5,0,0,3,5,1,0,4,5
Ryan Wilson,3,4,3,5,2,4,2,0,3
Iris Jackson,5,3,4,5,1,2,3,2,2
Caroline Gutierrez,0,3,4,4,2,1,4,4,0
Amelia Lopez,1,0,1,0,0,5,1,3,0
Dominic Moore,4,3,2,0,2,1,5,2,1
Freya Jenkins,0,4,5,2,0,1,5,4,4
James Edwards,4,1,1,2,3,1,0,1,0
Elizabeth Morgan,2,4,2,0,0,1,3,3,4
Henry Morris,4,3,0,0,4,3,2,3,1
Landon Sullivan,4,4,5,0,4,4,5,1,1
Christopher Brown,0,0,4,3,5,4,1,0,3
Ellie Bell,3,3,2,2,4,3,0,5,4
Anthony Butler,3,0,2,5,5,1,0,1,2
Andrew Ward,1,1,4,1,3,2,3,1,3
Lydia Patterson,1,3,4,5,4,2,0,0,2
Amelia Sullivan,0,3,5,3,1,5,5,2,5
Natalie Martin,4,3,2,0,4,5,2,2,3
Iris Patel,3,3,2,2,4,1,0,0,2
Penelope Watson,4,0,1,4,0,0,4,5,2
Dominic Watson,1,4,2,3,5,0,3,3,1
Ethan Edwards,3,0,5,3,5,4,5,2,4
Sophia Morales,1,2,5,4,0,1,2,5,5
Daniel Rodriguez,1,0,3,1,3,4,3,4,5
Landon Thompson,0,0,2,2,3,3,0,5,0
Carter Mitchell,3,0,5,5,3,3,5,0,1
Quinn Patel,1,4,2,1,0,5,4,2,5
Anthony Patterson,3,3,2,2,3,2,4,0,1
Samuel Patel,3,2,0,4,0,1,3,2,3
Charlotte Perez,1,5,5,1,4,2,5,5,1
Carter Butler,5,2,2,3,5,4,4,1,3
Savannah Young,1,0,5,0,0,2,5,0,5
Cameron Young,2,3,3,0,4,0,4,2,0
Jordan Graham,2,1,2,3,1,5,3,2,5
Logan Anderson,1,0,3,1,1,1,2,3,2
Cameron Butler,5,1,3,0,2,5,0,5,4
Cora Simmons,4,5,3,2,2,0,0,1,3
Penelope Lee,4,3,1,3,5,0,3,4,1
Dominic Sanders,5,4,2,0,5,1,0,0,2
Charlotte Gray,1,4,5,3,3,3,1,2,1
Riley White,2,5,5,2,0,5,0,3,3
Lydia Lopez,0,2,2,5,2,4,5,4,1
Dominic Fisher,1,2,5,0,3,3,0,3,4
Jordan Gonzalez,4,3,2,5,3,5,3,4,0
Carter Barnes,3,3,4,4,3,0,4,3,1
Landon Martin,2,5,1,1,0,1,2,3,0
Christopher Robinson,0,4,5,2,5,4,3,1,0
Nathan Robinson,2,4,3,3,2,5,5,4,1
Isaac Moore,4,0,4,0,0,3,5,3,5
Henry Wilson,2,5,5,3,1,0,5,2,4
Victoria Hamilton,3,4,3,3,3,2,5,5,2
Ivy Cruz,3,0,3,4,5,3,0,5,1
Charles King,4,3,3,1,3,5,5,5,4
Caroline Perez,4,1,2,4,2,0,5,3,0
Daniel Jones,2,5,5,0,5,4,1,5,4
Savannah Coleman,2,2,2,0,5,1,3,0,0
Penelope Nguyen,2,5,3,2,4,2,0,4,2
Eleanor Ortiz,2,2,4,5,1,0,4,1,0
David Davis,3,2,0,1,2,0,3,0,2
Charles Clark,2,2,0,4,1,4,1,2,3
Willow Scott,4,3,2,0,0,1,5,1,2
Camila Johnson,2,3,3,3,4,5,3,5,2
Jasper Mitchell,3,2,1,0,5,4,1,2,4
Cameron Watson,3,2,5,0,2,3,1,1,3
Ezra Reynolds,4,3,0,1,4,1,4,0,2
Ivy King,1,2,1,0,5,4,3,5,4
Owen Brown,0,1,3,5,3,0,1,3,3
Adrian Myers,2,4,0,4,4,4,1,5,2
Benjamin Perry,4,1,0,4,5,3,1,2,4
Savannah Sullivan,2,1,3,1,1,3,1,0,2
William Silva,0,5,3,2,5,2,5,1,1
Henry Moore,2,1,2,1,4,1,0,5,1
Jordan Carter,0,1,4,2,2,2,2,1,0
Cora Johnson,3,3,5,0,0,0,3,4,1
Aiden Reynolds,4,2,4,3,1,3,5,5,1
Thomas Hamilton,2,4,5,2,0,1,1,0,3
Athena Howard,5,2,2,0,0,3,4,4,1
Emma Rodriguez,4,4,4,0,4,1,5,1,1
Charlotte Gutierrez,1,4,1,5,4,5,4,0,4
Sofia James,2,3,5,3,0,3,3,1,5
Sofia Barnes,1,2,0,3,5,5,0,5,0
Henry Patel,2,5,3,3,1,0,2,2,5
Amelia Bailey,5,3,3,0,3,5,2,0,2
Hazel Kelly,0,0,1,5,1,3,2,1,3
Owen Anderson,1,2,4,0,2,1,2,3,0
Lily Thomas,5,2,4,1,0,1,0,2,3
Dominic Carter,5,4,2,1,0,1,5,5,3
Jack Bell,2,1,2,0,3,2,1,5,2
Iris Taylor,2,3,1,3,5,4,2,5,1
Abigail Jackson,1,2,5,5,2,5,0,1,0
Ava Kim,5,0,5,1,1,5,5,4,2
Jasper Evans,0,1,4,4,5,1,1,0,1
Victoria Scott,4,2,5,0,0,1,0,0,5
Henry Davis,4,3,3,1,2,2,5,0,3
Quinn Hernandez,2,5,4,1,3,3,3,4,4
Leo Dubois,5,4,2,4,2,4,3,4,1
Willow Kelly,2,0,1,5,0,3,0,0,5
William Walker,5,4,0,4,3,5,5,2,5
Jack Thompson,2,5,5,4,4,2,4,5,1
Aurora Patel,2,4,2,1,4,4,3,4,3
Stella Allen,0,5,3,0,4,2,5,4,0
Charlotte Foster,0,3,2,1,4,0,2,3,2
Ava Thomas,2,5,2,4,1,1,2,3,4
Violet Sullivan,4,3,0,2,5,3,0,2,1
Jasper Dubois,4,2,2,2,1,5,1,5,5
Julian Myers,3,0,3,0,1,4,1,5,5
Cora Thompson,4,1,5,0,2,1,5,2,0
Mia Wilson,0,2,1,3,3,3,3,0,0
Alexander Jones,3,2,2,2,2,0,5,1,5
Grayson Wood,5,3,0,3,1,1,0,4,1
Lydia Parker,2,5,5,3,3,2,4,5,4
Adrian Hamilton,2,3,2,3,4,1,0,3,1
Maeve Reynolds,5,3,5,3,3,3,3,5,1
James Price,5,4,0,1,3,5,1,3,4
Stella Ortiz,5,4,4,5,2,2,0,4,1
Chloe Brown,0,5,2,0,3,4,2,4,4
Ivy Baker,3,3,1,0,3,4,3,0,5
Cora Rogers,2,0,5,3,0,2,2,3,3
Ivy Thomas,3,2,0,4,4,3,0,3,5
Isabella Russell,2,0,0,1,2,0,3,0,1
Claire Hamilton,5,1,0,4,4,3,4,4,0
Penelope Brown,3,4,0,3,0,0,3,3,0
Natalie Robinson,2,1,0,2,3,3,1,5,2
Ryan Clark,1,5,5,1,2,2,4,1,2
Noah Johnson,1,2,2,4,0,2,2,1,0
Jack Brown,3,0,0,0,3,2,2,4,3
Owen Gonzalez,5,0,0,0,0,2,0,4,1
Maeve Lee,2,4,4,1,1,1,1,2,1
Elizabeth Ortiz,5,5,3,5,5,0,1,4,3
Kai Ross,4,1,0,5,0,2,3,2,1
Lucy Martin,1,0,0,1,1,5,4,3,1
Jack Bennett,0,4,1,2,2,5,3,1,1
Caleb Hernandez,1,1,3,0,3,4,3,5,2
Christopher Hernandez,0,1,2,5,1,2,0,1,5
Ivy Moore,4,1,5,3,3,1,4,0,2
Elizabeth Martin,0,3,4,4,5,1,4,0,5
Sofia Thomas,1,3,5,1,3,3,5,0,1
Madison Foster,1,1,5,1,3,1,4,0,1
Leo Perry,0,2,2,2,2,3,5,3,0
Cameron Martin,3,2,3,5,1,4,3,3,2
Kai Edwards,3,4,0,1,0,5,2,4,2
Amelia Barnes,0,3,3,0,4,4,0,2,4
Penelope Cook,4,3,4,0,2,3,3,2,4
Emily Richardson,4,1,5,1,3,5,0,3,4
Jordan Powell,1,0,0,0,4,0,3,4,5
Lucas Jordan,5,3,0,1,5,2,1,3,0
Alexander Kim,0,0,2,0,5,3,4,5,1
Elijah Miller,2,2,3,4,5,3,2,0,0
Anthony Morales,0,4,0,2,5,3,1,5,4
Maeve James,2,0,0,0,5,4,2,1,1
Alexander Ross,1,1,0,5,3,5,5,1,1
Jackson Wright,0,4,2,1,5,3,1,2,2
Joseph Barnes,3,4,0,0,2,0,5,1,5
Ruby Rogers,1,0,2,0,2,5,2,0,0
Camila Bell,3,0,4,3,3,5,0,4,3
Claire Hernandez,4,4,0,2,4,0,2,5,5
Nora Dubois,5,5,5,4,1,1,3,1,2
Jack Russell,0,5,5,3,1,1,5,5,0
Charlotte Scott,0,2,4,5,2,5,4,5,2
Riley Rogers,4,5,0,1,3,3,5,3,1
Kai Moore,2,0,2,0,2,0,5,2,1
Caroline Dubois,2,3,4,2,1,5,0,1,3
Liam Diaz,0,4,4,4,4,5,4,4,0
Caroline Lewis,1,3,2,5,3,1,0,5,4
Ruby Parker,3,5,3,1,2,3,3,0,0
Mason Kim,3,3,4,1,5,4,1,1,3
Ellie Patterson,4,0,3,1,1,1,2,3,2
Nathan Wood,0,4,1,5,0,3,5,2,4
Emily Wood,2,2,0,3,1,1,4,5,3
Violet White,4,1,3,4,2,4,1,2,2
Emily Collins,3,1,4,5,3,4,4,4,4
Dominic Allen,2,3,5,3,3,5,0,0,4
Emily Garcia,0,5,4,4,2,5,5,1,3
Jordan Hughes,3,2,4,5,5,1,4,3,5
Andrew Price,1,1,4,2,3,4,5,1,3
Charles Morales,5,4,2,1,2,5,5,3,0
Riley Silva,4,4,4,1,5,2,1,3,4
Jordan Walker,4,1,3,4,2,4,3,3,2
Kennedy Jordan,4,2,5,2,0,5,0,0,3
Anthony Watson,0,5,4,2,5,4,0,2,2
Olivia Williams,2,5,0,3,3,3,2,2,2
Freya Stewart,3,5,0,5,3,2,3,5,4
Henry Garcia,1,5,1,1,4,4,3,3,1
Riley Myers,5,3,5,5,4,3,1,1,4
Andrew Thompson,4,5,0,4,2,4,3,3,3
Anthony Silva,1,2,0,1,3,1,4,4,0
Ellie Martinez,3,2,5,5,0,0,0,1,5
Maeve Morgan,5,2,5,5,0,3,1,0,2
Jordan White,4,0,4,4,1,2,2,3,2
Mason Evans,0,2,1,2,5,1,3,2,4
Maeve Watson,2,4,4,4,5,1,1,3,5
David Adams,4,1,3,1,1,3,2,2,4
Andrew Mitchell,2,4,4,0,5,5,0,2,5
Ezra Perez,3,0,5,0,3,4,5,0,5
Miles Green,3,0,4,4,2,2,3,4,5
Isaac Kelly,1,5,1,5,2,5,1,5,1
